日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2017-01-04,'600008,首创股份,4.17,4.17,4.12,4.15,4.14,0.03,0.7246,0.2345,11302581,46868881.0,20101960897.1,20101960897.1,None
2017-01-03,'600008,首创股份,4.14,4.15,4.1,4.1,4.11,0.03,0.7299,0.2066,9960015,41138605.0,19957342473.4,19957342473.4,None
2016-12-30,'600008,首创股份,4.11,4.14,4.1,4.12,4.12,-0.01,-0.2427,0.1865,8991370,37001216.0,19812724049.6,19812724049.6,None
2016-12-29,'600008,首创股份,4.12,4.17,4.1,4.17,4.17,-0.05,-1.199,0.2856,13765931,56862607.0,19860930190.9,19860930190.9,None
2016-12-28,'600008,首创股份,4.17,4.18,4.13,4.17,4.19,-0.02,-0.4773,0.2586,12463912,51793368.0,20101960897.1,20101960897.1,None
2016-12-27,'600008,首创股份,4.19,4.23,4.16,4.17,4.15,0.04,0.9639,0.3856,18588065,77886398.0,20198373179.6,20198373179.6,None
2016-12-26,'600008,首创股份,4.15,4.16,4.09,4.14,4.13,0.02,0.4843,0.2543,12257521,50589583.0,20005548614.6,20005548614.6,None
2016-12-23,'600008,首创股份,4.13,4.19,4.12,4.18,4.17,-0.04,-0.9592,0.2424,11683887,48426685.0,19909136332.1,19909136332.1,None
2016-12-22,'600008,首创股份,4.17,4.2,4.14,4.19,4.19,-0.02,-0.4773,0.3579,17251683,71762940.0,20101960897.1,20101960897.1,None
2016-12-21,'600008,首创股份,4.19,4.23,4.1,4.11,4.1,0.09,2.1951,0.6485,31261407,130174647.0,20198373179.6,20198373179.6,None
2016-12-20,'600008,首创股份,4.1,4.13,4.08,4.1,4.1,0.0,0.0,0.2588,12475278,51181278.0,19764517908.4,19764517908.4,None
2016-12-19,'600008,首创股份,4.1,4.12,4.08,4.11,4.1,0.0,0.0,0.2129,10262848,42097891.0,19764517908.4,19764517908.4,None
2016-12-16,'600008,首创股份,4.1,4.11,4.08,4.09,4.09,0.01,0.2445,0.2867,13822347,56622816.0,19764517908.4,19764517908.4,None
2016-12-15,'600008,首创股份,4.09,4.11,4.06,4.08,4.09,0.0,0.0,0.2693,12982513,53031520.0,19716311767.2,19716311767.2,None
2016-12-14,'600008,首创股份,4.09,4.11,4.07,4.09,4.09,0.0,0.0,0.2814,13563411,55438716.0,19716311767.2,19716311767.2,None
2016-12-13,'600008,首创股份,4.09,4.12,4.04,4.07,4.08,0.01,0.2451,0.3859,18603609,75835062.0,19716311767.2,19716311767.2,None
2016-12-12,'600008,首创股份,4.08,4.25,4.07,4.23,4.23,-0.15,-3.5461,0.7794,37569636,155613421.0,19668105625.9,19668105625.9,None
2016-12-09,'600008,首创股份,4.23,4.26,4.22,4.25,4.25,-0.02,-0.4706,0.4277,20620011,87294079.0,20391197744.5,20391197744.5,None
2016-12-08,'600008,首创股份,4.25,4.31,4.24,4.28,4.27,-0.02,-0.4684,0.4975,23982148,102430028.0,20487610027.0,20487610027.0,None
2016-12-07,'600008,首创股份,4.27,4.27,4.23,4.25,4.26,0.01,0.2347,0.3422,16495972,70143968.0,20584022309.5,20584022309.5,None
2016-12-06,'600008,首创股份,4.26,4.28,4.24,4.26,4.24,0.02,0.4717,0.2853,13751588,58539385.0,20535816168.2,20535816168.2,None
2016-12-05,'600008,首创股份,4.24,4.3,4.23,4.24,4.26,-0.02,-0.4695,0.4513,21757105,92569264.0,20439403885.8,20439403885.8,None
2016-12-02,'600008,首创股份,4.26,4.35,4.26,4.34,4.35,-0.09,-2.069,0.6131,29553027,126864977.0,20535816168.2,20535816168.2,None
2016-12-01,'600008,首创股份,4.35,4.39,4.29,4.3,4.32,0.03,0.6944,0.6744,32510188,141064210.0,20969671439.4,20969671439.4,None
