1606780800000,0.99960000,0.99980000,0.99960000,0.99970000,6192903.97000000,1606784399999,6191228.41608600,11728,3433091.92000000,3432325.54876200,0
1606784400000,0.99970000,1.00000000,0.99970000,0.99990000,6146933.01000000,1606787999999,6146219.74465800,11020,4028353.19000000,4028006.60387200,0
1606788000000,0.99990000,1.00000000,0.99980000,0.99990000,6229228.65000000,1606791599999,6228705.72951500,9054,3175263.83000000,3175158.87039600,0
1606791600000,0.99990000,0.99990000,0.99960000,0.99960000,4243156.03000000,1606795199999,4242064.59881200,8103,1413093.27000000,1412822.82715900,0
1606795200000,0.99960000,0.99980000,0.99960000,0.99980000,5110974.38000000,1606798799999,5109620.48010300,10528,2914448.71000000,2913787.01896500,0
1606798800000,0.99980000,0.99990000,0.99970000,0.99990000,4206050.31000000,1606802399999,4205273.70767200,7298,2635785.14000000,2635379.97748200,0
1606802400000,0.99990000,0.99990000,0.99970000,0.99980000,6193064.54000000,1606805999999,6191939.97405900,9085,2960895.64000000,2960523.72320200,0
1606806000000,0.99980000,0.99990000,0.99970000,0.99970000,6655033.06000000,1606809599999,6653421.40518600,10316,2772386.01000000,2771857.21087800,0
1606809600000,0.99970000,0.99980000,0.99960000,0.99970000,6861343.19000000,1606813199999,6859414.79617300,10441,2773483.90000000,2772842.93114900,0
1606813200000,0.99970000,0.99970000,0.99960000,0.99960000,4516183.93000000,1606816799999,4514559.30230100,7772,1818458.73000000,1817913.19238100,0
1606816800000,0.99960000,0.99980000,0.99960000,0.99970000,14646677.60000000,1606820399999,14642227.87150000,19138,4678650.16000000,4677478.44568000,0
1606820400000,0.99970000,0.99980000,0.99930000,0.99930000,28687984.47000000,1606823999999,28677816.82061700,29336,10067608.85000000,10064594.22337100,0
1606824000000,0.99930000,0.99950000,0.99910000,0.99910000,33762944.04000000,1606827599999,33740505.40655300,34904,15425258.82000000,15415897.76630600,0
1606827600000,0.99910000,0.99930000,0.99900000,0.99910000,21251432.99000000,1606831199999,21232763.95104100,24875,9546676.65000000,9538757.56835100,0
1606831200000,0.99910000,0.99940000,0.99900000,0.99900000,11682508.04000000,1606834799999,11673557.53678400,17560,5277455.16000000,5273637.11100700,0
1606834800000,0.99900000,0.99920000,0.99900000,0.99910000,11901686.75000000,1606838399999,11890937.93600100,17786,5294996.96000000,5290462.49367000,0
1606838400000,0.99910000,0.99960000,0.99910000,0.99960000,15553257.90000000,1606841999999,15543596.58795500,20508,8326155.31000000,8321209.22284400,0
1606842000000,0.99960000,0.99990000,0.99950000,0.99990000,8326670.26000000,1606845599999,8324090.00176100,13707,5505080.38000000,5503573.44092200,0
1606845600000,0.99980000,0.99990000,0.99970000,0.99980000,6128555.87000000,1606849199999,6127580.32549700,12293,2867625.56000000,2867317.15489400,0
1606849200000,0.99970000,0.99990000,0.99970000,0.99970000,6465439.48000000,1606852799999,6464209.74127600,12199,2285729.35000000,2285430.36487300,0
1606852800000,0.99970000,0.99980000,0.99960000,0.99970000,5158788.09000000,1606856399999,5157069.63855000,10290,1866149.59000000,1865611.68371000,0
1606856400000,0.99970000,0.99970000,0.99960000,0.99960000,3071635.12000000,1606859999999,3070546.02604500,6954,1395600.93000000,1395182.24972100,0
1606860000000,0.99960000,0.99970000,0.99950000,0.99960000,6537472.90000000,1606863599999,6534875.37408600,11804,2223183.86000000,2222445.44728500,0
1606863600000,0.99960000,0.99960000,0.99940000,0.99940000,5082029.52000000,1606867199999,5079283.29955800,10957,2919147.11000000,2917692.78603300,0
1606867200000,0.99950000,0.99960000,0.99940000,0.99960000,6248620.44000000,1606870799999,6245486.66757700,12687,3279619.66000000,3278137.32709000,0
1606870800000,0.99950000,0.99960000,0.99950000,0.99950000,3911850.87000000,1606874399999,3910113.84744500,9364,2189028.80000000,2188153.18848000,0
1606874400000,0.99950000,0.99960000,0.99950000,0.99960000,3085830.55000000,1606877999999,3084411.55460300,7392,1239198.78000000,1238703.10048800,0
1606878000000,0.99950000,0.99960000,0.99940000,0.99950000,5532252.72000000,1606881599999,5529513.59871900,10477,2500090.05000000,2498965.02651300,0
1606881600000,0.99950000,0.99980000,0.99940000,0.99980000,6784115.00000000,1606885199999,6781573.63447800,11373,4594740.74000000,4593180.79783800,0
1606885200000,0.99980000,0.99980000,0.99970000,0.99980000,5527631.99000000,1606888799999,5526262.60469800,8587,2889042.95000000,2888465.14141000,0
1606888800000,0.99980000,0.99990000,0.99970000,0.99980000,6108020.39000000,1606892399999,6106952.01570500,9145,2472058.24000000,2471718.65633300,0
1606892400000,0.99980000,0.99990000,0.99970000,0.99980000,6739847.15000000,1606895999999,6738349.68077300,10230,2538654.78000000,2538198.47599800,0
1606896000000,0.99970000,0.99990000,0.99970000,0.99980000,8839641.41000000,1606899599999,8837984.90853500,12184,4740279.94000000,4739511.69540600,0
