1575158400000,0.99940000,0.99950000,0.99920000,0.99940000,97862.66000000,1575161999999,97795.04901000,314,17697.11000000,17686.46116600,0
1575162000000,0.99940000,0.99960000,0.99920000,0.99950000,210892.54000000,1575165599999,210752.18709900,684,113106.04000000,113039.58686100,0
1575165600000,0.99950000,0.99990000,0.99930000,0.99940000,351156.66000000,1575169199999,350985.59126900,1125,131636.64000000,131596.02469800,0
1575169200000,0.99930000,0.99950000,0.99920000,0.99950000,184325.50000000,1575172799999,184204.00369300,784,59216.10000000,59182.73758600,0
1575172800000,0.99940000,0.99960000,0.99930000,0.99950000,142979.77000000,1575176399999,142909.74982200,604,93451.48000000,93409.68300700,0
1575176400000,0.99950000,0.99960000,0.99930000,0.99960000,137631.26000000,1575179999999,137557.67551100,672,57197.96000000,57171.20724400,0
1575180000000,0.99960000,0.99960000,0.99930000,0.99940000,148852.00000000,1575183599999,148768.16185400,672,57791.53000000,57763.65171700,0
1575183600000,0.99940000,0.99960000,0.99940000,0.99960000,118562.72000000,1575187199999,118502.30313500,427,33703.68000000,33688.46448600,0
1575187200000,0.99950000,0.99960000,0.99940000,0.99950000,185551.91000000,1575190799999,185462.94791400,539,72755.31000000,72725.01434800,0
1575190800000,0.99950000,0.99960000,0.99930000,0.99940000,178033.82000000,1575194399999,177935.61876100,738,78299.55000000,78261.42155800,0
1575194400000,0.99950000,0.99980000,0.99950000,0.99980000,221163.19000000,1575197999999,221094.32825300,836,170240.30000000,170191.05460000,0
1575198000000,0.99970000,0.99990000,0.99930000,0.99930000,170345.91000000,1575201599999,170256.37093800,599,35231.25000000,35217.22813200,0
1575201600000,0.99950000,0.99970000,0.99940000,0.99960000,102729.96000000,1575205199999,102687.81006500,414,85327.65000000,85294.71539000,0
1575205200000,0.99970000,1.00000000,0.99960000,0.99990000,309293.14000000,1575208799999,309236.92623100,1146,208107.35000000,208079.56092000,0
1575208800000,0.99990000,1.00010000,0.99960000,0.99980000,303372.84000000,1575212399999,303319.76251000,980,114807.56000000,114799.09536000,0
1575212400000,0.99980000,0.99980000,0.99950000,0.99970000,185170.51000000,1575215999999,185103.32391500,914,67136.31000000,67117.09167400,0
1575216000000,0.99960000,0.99990000,0.99950000,0.99980000,206483.56000000,1575219599999,206428.64920700,1008,132392.68000000,132363.19822300,0
1575219600000,0.99980000,0.99990000,0.99970000,0.99990000,73975.25000000,1575223199999,73960.70313000,471,40025.44000000,40020.11982300,0
1575223200000,0.99990000,0.99990000,0.99950000,0.99960000,112905.00000000,1575226799999,112866.56256700,539,31488.45000000,31479.99060900,0
1575226800000,0.99950000,0.99990000,0.99950000,0.99990000,186332.40000000,1575230399999,186282.48444300,569,123113.03000000,123087.05775900,0
1575230400000,0.99990000,1.00000000,0.99960000,0.99970000,154610.56000000,1575233999999,154575.63863700,545,55515.29000000,55507.96430100,0
1575234000000,0.99960000,0.99980000,0.99910000,0.99910000,357300.28000000,1575237599999,357087.81817300,872,51938.30000000,51919.80711200,0
1575237600000,0.99920000,0.99960000,0.99910000,0.99950000,171568.73000000,1575241199999,171457.11386800,728,100708.22000000,100649.14185500,0
1575241200000,0.99950000,0.99960000,0.99920000,0.99920000,151422.43000000,1575244799999,151329.05452000,786,62560.33000000,62526.69751600,0
1575244800000,0.99930000,0.99950000,0.99910000,0.99920000,96543.59000000,1575248399999,96470.26270500,535,35743.70000000,35719.33186700,0
1575248400000,0.99920000,0.99940000,0.99910000,0.99920000,61620.34000000,1575251999999,61573.26674900,364,35995.18000000,35969.32484300,0
1575252000000,0.99910000,0.99930000,0.99910000,0.99930000,79163.05000000,1575255599999,79099.20229000,333,32573.40000000,32549.94111400,0
1575255600000,0.99920000,0.99930000,0.99910000,0.99920000,89304.81000000,1575259199999,89233.89178200,336,34588.24000000,34562.45678300,0
1575259200000,0.99920000,0.99940000,0.99910000,0.99940000,125979.72000000,1575262799999,125885.35955900,562,58011.15000000,57972.67936900,0
1575262800000,0.99930000,0.99940000,0.99900000,0.99940000,267657.85000000,1575266399999,267444.66995200,1063,97825.30000000,97756.32443500,0
1575266400000,0.99930000,0.99980000,0.99900000,0.99980000,365519.72000000,1575269999999,365311.17478100,1484,250341.41000000,250215.83416400,0
1575270000000,0.99970000,0.99980000,0.99950000,0.99980000,59459.32000000,1575273599999,59441.15862000,354,34951.92000000,34942.92509600,0
1575273600000,0.99960000,0.99990000,0.99960000,0.99970000,165538.23000000,1575277199999,165497.96527400,546,116053.36000000,116030.57439900,0
1575277200000,0.99970000,0.99990000,0.99960000,0.99970000,127534.46000000,1575280799999,127501.72462500,731,72847.90000000,72832.71828400,0
1575280800000,0.99960000,0.99990000,0.99960000,0.99980000,169977.14000000,1575284399999,169939.98453700,798,94561.06000000,94545.88583000,0
1575284400000,0.99960000,0.99980000,0.99960000,0.99980000,48051.26000000,1575287999999,48037.22536400,379,25187.11000000,25180.86325200,0
